Region Code,Timestamp (Hour Ending),Wind Generation (MWh),Solar Generation (MWh),Hydro Generation (MWh),Other Generation (MWh),Petroleum Generation (MWh),Natural gas Generation (MWh),Coal Generation (MWh),Nuclear Generation (MWh)
NW,6/12/2022 3 a.m. PDT,4129,-1,20353,733,43,6303,6329,283
NW,6/12/2022 4 a.m. PDT,4064,-3,20616,734,44,6138,6162,349
NW,6/12/2022 5 a.m. PDT,3726,0,20186,733,47,5948,6256,391
NW,6/12/2022 6 a.m. PDT,3178,248,20492,736,44,5694,6377,400
NW,6/12/2022 7 a.m. PDT,2381,1701,20499,734,43,4991,6481,404
NW,6/12/2022 8 a.m. PDT,1878,3149,20982,726,47,5040,5486,406
NW,6/12/2022 9 a.m. PDT,1684,3651,22118,721,45,5031,4908,407
NW,6/12/2022 10 a.m. PDT,1934,3979,22593,701,47,5756,5377,408
NW,6/12/2022 11 a.m. PDT,2232,4103,22757,704,47,6508,5934,399
NW,6/12/2022 12 p.m. PDT,2635,4140,22940,716,45,6063,6794,395
NW,6/12/2022 1 p.m. PDT,3846,4031,22805,719,44,5680,7136,396
NW,6/12/2022 2 p.m. PDT,5264,3980,22125,715,45,5823,7093,395
NW,6/12/2022 3 p.m. PDT,6438,4078,21101,707,45,6285,6925,396
NW,6/12/2022 4 p.m. PDT,6901,4054,20395,717,46,6534,7074,380
NW,6/12/2022 5 p.m. PDT,8003,3759,19976,710,44,6553,7037,356
NW,6/12/2022 6 p.m. PDT,8413,3293,19790,710,44,7159,7340,356
NW,6/12/2022 7 p.m. PDT,8480,1907,19841,755,45,8232,7191,365
NW,6/12/2022 8 p.m. PDT,8761,355,20078,768,46,8039,7189,390
NW,6/12/2022 9 p.m. PDT,8699,30,20029,750,46,7655,7342,396
NW,6/12/2022 10 p.m. PDT,9351,4,19724,774,48,7544,7029,368
NW,6/12/2022 11 p.m. PDT,8960,-3,19743,730,47,7162,6516,368
NW,6/13/2022 12 a.m. PDT,8861,-2,19059,744,48,6600,5941,370
NW,6/13/2022 1 a.m. PDT,8444,-2,18356,765,45,6391,5905,369
NW,6/13/2022 2 a.m. PDT,8157,-1,18332,775,43,6054,5678,370
NW,6/13/2022 3 a.m. PDT,7965,-2,18205,774,42,6062,5658,372
NW,6/13/2022 4 a.m. PDT,8170,0,17681,801,42,5901,5246,374
NW,6/13/2022 5 a.m. PDT,8892,0,18059,810,44,5653,5264,375
NW,6/13/2022 6 a.m. PDT,9236,252,18663,821,43,5267,5753,377
NW,6/13/2022 7 a.m. PDT,9228,1916,20460,820,41,4725,5831,379
NW,6/13/2022 8 a.m. PDT,8840,3621,21147,841,43,4164,5406,380
NW,6/13/2022 9 a.m. PDT,9363,3996,21282,858,47,4022,5091,380
NW,6/13/2022 10 a.m. PDT,9726,4104,21274,865,50,3916,4984,381
NW,6/13/2022 11 a.m. PDT,9742,4110,21298,869,49,4228,4848,382
NW,6/13/2022 12 p.m. PDT,9803,4188,20694,860,45,4640,4877,382
NW,6/13/2022 1 p.m. PDT,9827,4025,20723,846,47,5088,4822,382
NW,6/13/2022 2 p.m. PDT,9800,3929,20662,828,47,5858,4852,381
NW,6/13/2022 3 p.m. PDT,9856,3979,20901,832,45,6235,4907,384
NW,6/13/2022 4 p.m. PDT,10002,4030,21160,830,43,6543,4938,386
NW,6/13/2022 5 p.m. PDT,9911,3908,21226,827,44,6963,5324,388
NW,6/13/2022 6 p.m. PDT,9758,3645,21334,828,46,7315,5466,388
NW,6/13/2022 7 p.m. PDT,9559,2198,21328,863,46,7965,5503,389
NW,6/13/2022 8 p.m. PDT,10473,497,21454,891,44,7518,5570,390
NW,6/13/2022 9 p.m. PDT,10477,41,21847,898,49,7115,5764,391
NW,6/13/2022 10 p.m. PDT,10508,26,21580,893,53,6797,5194,392
NW,6/13/2022 11 p.m. PDT,8433,-1,20549,839,52,6690,5023,393
NW,6/14/2022 12 a.m. PDT,7123,-1,20676,838,52,6188,4813,395
NW,6/14/2022 1 a.m. PDT,8395,-3,21314,839,54,5811,6227,397
NW,6/14/2022 2 a.m. PDT,7845,-1,21112,847,54,5536,5864,395
NW,6/14/2022 3 a.m. PDT,7841,-1,21004,857,53,5356,5871,399
NW,6/14/2022 4 a.m. PDT,7757,-3,21096,877,54,5025,5848,399
NW,6/14/2022 5 a.m. PDT,7843,-1,21164,882,54,5000,5990,400
NW,6/14/2022 6 a.m. PDT,8011,306,22021,894,55,5100,6109,399
NW,6/14/2022 7 a.m. PDT,8780,2217,22020,886,53,4047,6308,399
NW,6/14/2022 8 a.m. PDT,9089,4090,22335,888,51,3683,6669,397
NW,6/14/2022 9 a.m. PDT,9551,4523,22497,897,51,3510,6472,395
NW,6/14/2022 10 a.m. PDT,9496,4561,22597,897,52,3450,6532,395
NW,6/14/2022 11 a.m. PDT,9369,4660,22162,876,53,3532,6729,394
NW,6/14/2022 12 p.m. PDT,9596,4684,21803,859,54,3830,6710,394
NW,6/14/2022 1 p.m. PDT,8945,4675,22435,846,54,4053,6670,393
NW,6/14/2022 2 p.m. PDT,8850,4622,22652,838,52,4229,6336,394
NW,6/14/2022 3 p.m. PDT,9016,4599,22817,823,53,4436,6220,392
NW,6/14/2022 4 p.m. PDT,9353,4579,22661,794,54,4766,6438,392
NW,6/14/2022 5 p.m. PDT,10718,4511,22782,794,53,5000,6692,391
NW,6/14/2022 6 p.m. PDT,11492,4142,22930,785,54,5165,6726,391
NW,6/14/2022 7 p.m. PDT,10497,2573,22976,814,53,5967,7344,391
NW,6/14/2022 8 p.m. PDT,9848,598,22755,823,52,6744,7425,392
NW,6/14/2022 9 p.m. PDT,9810,35,22745,839,54,6703,7623,391
NW,6/14/2022 10 p.m. PDT,9881,-3,22394,833,56,6523,6904,393
NW,6/14/2022 11 p.m. PDT,8192,-1,22415,798,55,6430,6352,393
